"date_number","product_id","category_id","position"
71,414628114,17470795,247
71,418307164,17470795,105
71,422485453,17470795,444
71,425504842,17470795,488
71,427522176,17470795,250
71,428104581,17470795,390
71,428278785,17470795,355
71,433303775,17470795,315
71,445359619,17470795,333
71,445768072,17470795,118
71,446061251,17470795,18
71,447647025,17470795,73
71,448665589,17470795,365
71,454516483,17470795,395
71,459297713,17470795,246
71,460275905,17470795,12
71,464462492,17470795,233
71,470356435,17470795,66
71,475508556,17470795,407
71,477271577,17470795,262
71,477823821,17470795,457
71,482715554,17470795,371
71,485275280,17470795,249
71,485610601,17470795,318
71,496450207,17470795,253
71,503713820,17470795,356
71,506534725,17470795,152
71,507134872,17470795,458
71,514527329,17470795,158
71,516554775,17470795,197
71,517289458,17470795,384
71,523556968,17470795,80
71,541991489,17470795,341
71,545469047,17470795,369
71,553708098,17470795,312
71,558463428,17470795,306
71,563196951,17470795,509
71,567910203,17470795,56
71,571908740,17470795,438
71,575452723,17470795,215
71,579257420,17470795,479
71,585827286,17470795,393
71,587973876,17470795,30
71,595817971,17470795,326
71,596915043,17470795,293
71,599093323,17470795,165
71,603509092,17470795,323
71,604355445,17470795,161
71,605145002,17470795,210
71,609347962,17470795,85
71,610222491,17470795,49
71,619678612,17470795,168
71,627025633,17470795,78
71,628177674,17470795,298
71,630867255,17470795,174
71,647496108,17470795,3
71,650998517,17470795,325
71,655894796,17470795,268
71,656438604,17470795,508
71,661880746,17470795,310
71,663724053,17470795,349
71,665034008,17470795,235
71,667368059,17470795,292
71,668846796,17470795,47
71,669044125,17470795,93
71,669112249,17470795,322
71,679568934,17470795,498
71,681728982,17470795,229
71,683231477,17470795,342
71,686084350,17470795,434
71,693009543,17470795,170
71,698844832,17470795,404
71,706847604,17470795,468
71,710522516,17470795,375
71,710776733,17470795,151
71,710861996,17470795,38
71,715294514,17470795,171
71,718600119,17470795,507
71,719125787,17470795,41
71,720704126,17470795,84
71,731225572,17470795,90
71,749528893,17470795,245
71,755290491,17470795,230
71,756060758,17470795,487
71,758150267,17470795,46
71,761259702,17470795,379
71,761626831,17470795,481
71,762965865,17470795,376
71,766953319,17470795,140
71,769433529,17470795,467
71,774599058,17470795,299
71,776356585,17470795,352
71,777151162,17470795,448
71,785208037,17470795,471
71,788565362,17470795,172
71,798689339,17470795,358
71,804421242,17470795,321
71,808279588,17470795,417
71,819465801,17470795,510
71,821107989,17470795,231
71,825218819,17470795,320
71,830868316,17470795,480
71,833619635,17470795,64
71,837438273,17470795,106
71,837644163,17470795,449
71,838174277,17470795,454
71,838386492,17470795,423
71,839869092,17470795,381
71,842952671,17470795,22
71,846104667,17470795,319
71,846212307,17470795,35
71,861693777,17470795,431
71,866855606,17470795,477
71,869487919,17470795,465
71,870488845,17470795,296
71,870542932,17470795,144
71,876315257,17470795,329
71,879238881,17470795,157
71,882026531,17470795,398
71,884685916,17470795,377
71,887501596,17470795,206
71,887526399,17470795,242
71,889568322,17470795,418
71,893380017,17470795,265
71,898022668,17470795,400
71,901206211,17470795,308
71,904465275,17470795,264
71,904815976,17470795,113
71,908178377,17470795,89
71,914356227,17470795,283
71,922771856,17470795,23
71,927678954,17470795,193
71,932041576,17470795,194
71,936851840,17470795,332
71,936943988,17470795,324
71,937622428,17470795,21
71,938680936,17470795,261
71,947032351,17470795,28
71,947214676,17470795,179
71,953580044,17470795,111
71,960329060,17470795,169
71,964668687,17470795,1
71,968794937,17470795,391
71,974493994,17470795,346
71,975358726,17470795,29
71,976193551,17470795,60
71,978431796,17470795,470
71,984649180,17470795,114
71,989280399,17470795,469
71,994559913,17470795,103
71,996972700,17470795,183
71,4994954,22487729,242
71,6069375,22487729,91
71,10489118,22487729,354
71,12891285,22487729,154
71,23602122,22487729,333
71,29453805,22487729,257
71,31491378,22487729,47
71,33826748,22487729,193
71,39444443,22487729,192
71,44632044,22487729,305
71,47614142,22487729,292
71,52750121,22487729,85
71,55555569,22487729,105
71,60417484,22487729,328
71,62127823,22487729,56
71,64097731,22487729,350
71,65080439,22487729,53
71,65436382,22487729,81
71,66931609,22487729,261
71,69057675,22487729,50
71,69257104,22487729,146
71,71545231,22487729,250
71,77729974,22487729,149
71,79357428,22487729,204
71,85045967,22487729,90
71,88206929,22487729,196
71,89093195,22487729,302
71,90480126,22487729,7
71,90930536,22487729,213
71,93480809,22487729,161
71,95490021,22487729,98
71,121850693,22487729,159
71,129877266,22487729,176
71,130030915,22487729,272
71,139215201,22487729,27
71,142460571,22487729,340
71,143063644,22487729,112
71,146331717,22487729,86
71,147338177,22487729,158
71,148721309,22487729,87
71,164770366,22487729,118
71,170510989,22487729,76
71,175186333,22487729,299
71,193215757,22487729,208
71,196836847,22487729,155
71,208562180,22487729,356
71,209726061,22487729,25
71,215520588,22487729,74
71,215832542,22487729,370
71,227574884,22487729,280
71,231026579,22487729,231
71,231467668,22487729,167
71,231472688,22487729,126
71,231643568,22487729,30
71,239082308,22487729,310
71,245752639,22487729,156
71,247316436,22487729,304
71,247938598,22487729,120
71,256211991,22487729,210
71,257601670,22487729,109
71,259094083,22487729,251
71,260370252,22487729,133
71,266094679,22487729,225
71,270888518,22487729,100
71,276001431,22487729,216
71,280026714,22487729,151
71,289432269,22487729,66
71,293232991,22487729,184
71,300050149,22487729,101
71,309481395,22487729,230
71,319850299,22487729,226
71,326281058,22487729,32
71,330761301,22487729,125
71,332015677,22487729,13
71,334622516,22487729,285
71,336219928,22487729,345
71,337167657,22487729,179
71,337687492,22487729,131
71,341398268,22487729,92
71,343979916,22487729,65
71,345847272,22487729,256
71,346938692,22487729,4
71,348545817,22487729,138
71,352344206,22487729,16
71,353089381,22487729,26
71,354323512,22487729,278
71,356307870,22487729,275
71,362780851,22487729,135
71,363141235,22487729,319
71,363394130,22487729,199
71,364617500,22487729,240
71,372546804,22487729,270
71,379172943,22487729,164
71,380008704,22487729,113
71,387094969,22487729,42
71,389688924,22487729,295
71,390954671,22487729,220
71,393002856,22487729,323
71,396224801,22487729,34
71,399468408,22487729,143
71,412598194,22487729,61
71,414021934,22487729,353
71,414315249,22487729,209
71,415259448,22487729,307
71,417973660,22487729,236
71,421238394,22487729,277
71,431221822,22487729,312
71,437010365,22487729,60
71,438318098,22487729,55
71,444907238,22487729,224
71,449152701,22487729,202
71,451286267,22487729,271
71,460494694,22487729,114
71,461296137,22487729,99
71,462735000,22487729,5
71,462940565,22487729,253
71,466297198,22487729,10
71,467964488,22487729,313
71,469892379,22487729,3
71,470127218,22487729,322
71,474395887,22487729,73
71,475478771,22487729,137
71,480959585,22487729,232
71,489328262,22487729,168
71,490519798,22487729,144
71,495898271,22487729,269
71,496110974,22487729,273
71,498509811,22487729,200
71,499947286,22487729,296
71,501949017,22487729,308
71,508995784,22487729,183
71,513432603,22487729,233
71,516510069,22487729,148
71,517436597,22487729,245
71,518835315,22487729,58
71,524954634,22487729,214
71,539197301,22487729,75
71,545008325,22487729,22
71,546748067,22487729,67
71,549398519,22487729,15
71,549985157,22487729,95
71,562530151,22487729,359
71,563282032,22487729,189
71,574502207,22487729,284
71,575799376,22487729,316
71,577440236,22487729,363
71,579774113,22487729,221
71,587316884,22487729,82
71,591121480,22487729,325
71,604806987,22487729,348
71,607114529,22487729,77
71,608026288,22487729,243
71,610254659,22487729,1
71,614618534,22487729,116
71,623589632,22487729,360
71,623731531,22487729,361
71,624961925,22487729,139
71,635041736,22487729,35
71,641572724,22487729,38
71,643205595,22487729,338
71,647648676,22487729,97
71,657068835,22487729,346
71,658145194,22487729,246
71,669701452,22487729,64
71,674971336,22487729,342
71,678436323,22487729,320
71,679558329,22487729,78
71,680161726,22487729,294
71,689080944,22487729,187
71,691886305,22487729,349
71,694515339,22487729,347
71,694871436,22487729,44
71,695529989,22487729,24
71,698016513,22487729,8
71,700224327,22487729,181
71,701395033,22487729,40
71,706612142,22487729,46
71,708690153,22487729,36
71,718011753,22487729,121
71,723781310,22487729,19
71,727528860,22487729,281
71,732110104,22487729,23
71,733440421,22487729,171
71,734566218,22487729,59
71,738564468,22487729,335
71,742383173,22487729,191
71,747631318,22487729,180
71,752916340,22487729,18
71,754129888,22487729,14
71,761395145,22487729,63
71,762557741,22487729,45
71,768724851,22487729,311
71,769156836,22487729,20
71,772786341,22487729,244
71,776097184,22487729,197
71,780158035,22487729,254
71,780609760,22487729,222
71,781684069,22487729,352
71,782227938,22487729,267
71,788385658,22487729,124
71,790643599,22487729,195
71,793672154,22487729,79
71,795471256,22487729,21
71,795864959,22487729,29
71,804639040,22487729,83
71,807395834,22487729,318
71,808774936,22487729,88
71,815057314,22487729,306
71,823952024,22487729,205
71,845719202,22487729,235
71,846848208,22487729,203
71,848182088,22487729,108
71,852317377,22487729,166
71,855707638,22487729,127
71,855982271,22487729,332
71,867464671,22487729,93
71,874538482,22487729,62
71,877274982,22487729,69
71,877379593,22487729,309
71,884165915,22487729,255
71,887674081,22487729,351
71,890945578,22487729,28
71,895025016,22487729,228
71,895267027,22487729,283
71,895639847,22487729,317
71,898449914,22487729,223
71,900364705,22487729,12
71,907282693,22487729,31
71,907763875,22487729,364
71,908867146,22487729,185
71,909686807,22487729,107
71,914270659,22487729,341
71,929904269,22487729,94
71,932569367,22487729,70
71,933591057,22487729,248
71,934060157,22487729,48
71,935427629,22487729,160
71,938735918,22487729,324
71,941971229,22487729,169
71,947585456,22487729,218
71,953655257,22487729,358
71,964740212,22487729,282
71,966200723,22487729,215
71,980402028,22487729,190
71,980766242,22487729,337
71,983339041,22487729,212
71,984579209,22487729,367
71,992366600,22487729,54
71,4315642,26416739,4
71,16057472,26416739,68
71,19132779,26416739,91
71,41264452,26416739,18
71,41551600,26416739,9
71,41642854,26416739,64
71,67279832,26416739,17
71,76551795,26416739,13
71,98416468,26416739,71
71,100961661,26416739,6
71,103658155,26416739,20
71,115393795,26416739,55
71,118622367,26416739,75
71,162531195,26416739,16
71,170717484,26416739,93
71,193264376,26416739,61
71,245951467,26416739,47
71,253375573,26416739,53
71,268189744,26416739,76
71,298022457,26416739,42
71,310793479,26416739,24
71,310999484,26416739,25
71,328490586,26416739,27
71,330190303,26416739,46
71,367606842,26416739,21
71,417106995,26416739,40
71,437922616,26416739,67
71,441807702,26416739,48
71,538725199,26416739,77
71,539912009,26416739,3
71,544804552,26416739,2
71,549025801,26416739,1
71,553150404,26416739,81
71,560309527,26416739,31
71,563703674,26416739,10
71,573111046,26416739,7
71,591713128,26416739,66
71,613896220,26416739,5
71,615435178,26416739,45
71,643070469,26416739,78
71,681973579,26416739,51
71,685316876,26416739,70
71,713487144,26416739,30
71,736714255,26416739,69
71,756638322,26416739,39
71,762151596,26416739,22
71,777177749,26416739,8
71,791958166,26416739,74
71,838187105,26416739,26
71,850237947,26416739,38
71,870128810,26416739,54
71,902217992,26416739,33
71,915173553,26416739,49
71,931591715,26416739,57
71,958283573,26416739,52
71,963698495,26416739,34
71,76404923,26807871,14
71,95593176,26807871,28
71,111653408,26807871,29
71,124361569,26807871,37
71,130314002,26807871,31
71,139001276,26807871,18
71,222620663,26807871,30
71,268084640,26807871,7
71,274269036,26807871,1
71,338861456,26807871,32
71,343415419,26807871,15
71,370637670,26807871,36
71,383880762,26807871,38
71,385831099,26807871,34
71,389601386,26807871,26
71,485614848,26807871,11
71,498503891,26807871,33
71,502342427,26807871,4
71,508875044,26807871,3
71,542712495,26807871,9
71,568174476,26807871,2
71,623038217,26807871,25
71,629956486,26807871,35
71,650322208,26807871,24
71,798199088,26807871,12
71,822399183,26807871,22
71,836782831,26807871,13
71,886169429,26807871,16
71,903619715,26807871,20
71,907415197,26807871,19
71,913903678,26807871,10
71,914331462,26807871,23
71,937403647,26807871,6
71,938333453,26807871,5
71,976519057,26807871,8
71,2182843,31957718,2
71,6617225,31957718,43
71,24189779,31957718,1
71,45367804,31957718,17
71,48159172,31957718,37
71,66065958,31957718,40
71,83944070,31957718,26
71,87068411,31957718,25
71,109789166,31957718,52
71,111296931,31957718,63
71,167396472,31957718,61
71,182068571,31957718,28
71,191770524,31957718,18
71,201068694,31957718,45
71,209215432,31957718,51
71,210745541,31957718,60
71,245449305,31957718,57
71,266076870,31957718,29
71,329917367,31957718,9
71,336077796,31957718,4
71,340802188,31957718,30
71,350773112,31957718,22
71,366892272,31957718,27
71,370278846,31957718,53
71,396575718,31957718,12
71,409110729,31957718,8
71,427196467,31957718,13
71,450136603,31957718,11
71,455875895,31957718,47
71,466767950,31957718,36
71,479504485,31957718,3
71,491299515,31957718,24
71,504845023,31957718,31
71,564008974,31957718,42
71,569782183,31957718,33
71,572238359,31957718,59
71,589214276,31957718,21
71,621124096,31957718,16
71,638746721,31957718,5
71,680934200,31957718,32
71,685144720,31957718,48
71,692162027,31957718,54
71,712118000,31957718,14
71,743481033,31957718,56
71,793015303,31957718,20
71,843778344,31957718,50
71,851420489,31957718,44
71,853984146,31957718,64
71,867961963,31957718,34
71,887327208,31957718,38
71,893455949,31957718,41
71,901625788,31957718,46
71,904376276,31957718,6
71,927670274,31957718,19
71,930527433,31957718,10
71,956765947,31957718,7
71,964896887,31957718,15
71,985441012,31957718,35
71,991647140,31957718,58
71,2644529,32746561,95
71,25544733,32746561,25
71,29900143,32746561,49
71,30284169,32746561,11
71,35939789,32746561,55
71,43884449,32746561,60
71,50383493,32746561,83
71,51081132,32746561,47
71,51741477,32746561,32
71,56627907,32746561,54
71,66704179,32746561,82
71,67615934,32746561,109
71,85929293,32746561,76
71,100341225,32746561,123
71,104336812,32746561,9
71,111807428,32746561,13
71,115116120,32746561,24
71,122501165,32746561,31
71,127322009,32746561,37
71,131536077,32746561,10
71,133617644,32746561,147
71,145323512,32746561,145
71,148915734,32746561,40
71,152992030,32746561,8
71,166094218,32746561,51
71,172744838,32746561,119
71,182233360,32746561,100
71,190528003,32746561,87
71,191053994,32746561,5
71,191717554,32746561,68
71,215773717,32746561,56
71,216242570,32746561,110
71,217666762,32746561,88
71,226490819,32746561,131
71,226850066,32746561,143
71,229959232,32746561,0
71,232513879,32746561,127
71,244424901,32746561,115
71,276501487,32746561,70
71,279273674,32746561,2
71,281901686,32746561,85
71,303761620,32746561,38
71,305102430,32746561,98
71,309494745,32746561,126
71,312343114,32746561,111
71,323126502,32746561,0
71,333462094,32746561,93
71,338018726,32746561,96
71,338990072,32746561,62
71,340550683,32746561,7
71,384248155,32746561,125
71,395062519,32746561,52
71,396998729,32746561,57
71,406606006,32746561,79
71,410645951,32746561,89
71,413104024,32746561,48
71,422954773,32746561,35
71,423821573,32746561,113
71,428722522,32746561,26
71,432286406,32746561,29
71,445439513,32746561,86
71,447786642,32746561,91
71,449690728,32746561,124
71,451499993,32746561,71
71,483539592,32746561,114
71,485359100,32746561,78
71,492017022,32746561,75
71,497967132,32746561,58
71,522506841,32746561,12
71,525909049,32746561,27
71,534965952,32746561,33
71,541076009,32746561,97
71,553023552,32746561,90
71,566796263,32746561,30
71,586521749,32746561,1
71,591037611,32746561,101
71,592004435,32746561,65
71,596584353,32746561,53
71,601260502,32746561,133
71,604846137,32746561,74
71,612859868,32746561,59
71,646843030,32746561,14
71,649451994,32746561,108
71,653703143,32746561,0
71,664136231,32746561,20
71,687261016,32746561,46
71,689334028,32746561,112
71,700066315,32746561,36
71,703480439,32746561,117
71,706242914,32746561,0
71,707005535,32746561,39
71,723518603,32746561,140
71,723555532,32746561,138
71,728021808,32746561,81
71,729407757,32746561,116
71,754540090,32746561,129
71,766948684,32746561,130
71,775603697,32746561,77
71,818832830,32746561,28
71,837039964,32746561,146
71,846850879,32746561,118
71,861975851,32746561,61
71,879681441,32746561,67
71,881442881,32746561,63
71,881525028,32746561,6
71,890529825,32746561,144
71,894999638,32746561,80
71,900913346,32746561,66
71,909519166,32746561,64
71,920445467,32746561,43
71,922535702,32746561,84
71,928922651,32746561,16
71,966329782,32746561,73
71,978003074,32746561,72
71,982736475,32746561,134
71,992351268,32746561,128
71,79115093,35433472,5
71,200829420,35433472,14
71,251583236,35433472,7
71,322255271,35433472,2
71,353674869,35433472,3
71,436633013,35433472,10
71,477477037,35433472,4
71,560695487,35433472,9
71,592149923,35433472,11
71,643120975,35433472,6
71,665978754,35433472,12
71,766132115,35433472,1
71,838959507,35433472,15
71,862921135,35433472,16
71,867872765,35433472,13
71,929528151,35433472,8
71,65189174,39204087,12
71,82157413,39204087,22
71,88110271,39204087,20
71,113142787,39204087,11
71,129180214,39204087,14
71,148636361,39204087,25
71,175317561,39204087,32
71,190355898,39204087,23
71,241216328,39204087,16
71,287655281,39204087,2
71,308141166,39204087,31
71,362602547,39204087,4
71,381257636,39204087,6
71,467334808,39204087,33
71,472435313,39204087,28
71,481032722,39204087,19
71,493000060,39204087,15
71,493235232,39204087,1
71,587349213,39204087,17
71,622473964,39204087,10
71,700406695,39204087,8
71,724069374,39204087,27
71,768378710,39204087,3
71,791732843,39204087,18
71,801141226,39204087,26
71,806622560,39204087,13
71,814028570,39204087,21
71,844933006,39204087,5
71,924363637,39204087,9
71,960816006,39204087,29
71,998893327,39204087,24
71,2644529,43925725,98
71,25544733,43925725,33
71,28750106,43925725,111
71,29900143,43925725,50
71,30284169,43925725,6
71,35939789,43925725,54
71,43884449,43925725,64
71,50383493,43925725,86
71,51081132,43925725,52
71,51741477,43925725,26
71,56627907,43925725,53
71,66704179,43925725,85
71,67615934,43925725,118
71,85929293,43925725,79
71,100341225,43925725,132
71,104336812,43925725,15
71,111807428,43925725,42
71,115116120,43925725,8
71,122501165,43925725,30
71,127322009,43925725,35
71,131536077,43925725,47
71,133617644,43925725,163
71,145323512,43925725,161
71,148915734,43925725,24
71,152992030,43925725,45
71,166094218,43925725,13
71,172744838,43925725,128
71,182233360,43925725,103
71,190528003,43925725,90
71,191053994,43925725,39
71,191717554,43925725,77
71,215773717,43925725,60
71,216242570,43925725,119
71,217666762,43925725,91
71,225535498,43925725,87
71,226490819,43925725,140
71,226850066,43925725,152
71,229677225,43925725,153
71,229959232,43925725,0
71,232513879,43925725,136
71,244424901,43925725,124
71,251116535,43925725,57
71,276501487,43925725,72
71,279273674,43925725,2
71,281901686,43925725,88
71,303761620,43925725,36
71,305102430,43925725,101
71,309494745,43925725,135
71,312343114,43925725,120
71,323126502,43925725,0
71,333462094,43925725,96
71,338018726,43925725,99
71,338990072,43925725,10
71,340550683,43925725,46
71,384248155,43925725,134
71,395062519,43925725,58
71,396998729,43925725,61
71,406606006,43925725,82
71,410645951,43925725,92
71,413104024,43925725,51
71,422954773,43925725,40
71,423821573,43925725,122
71,428722522,43925725,28
71,432286406,43925725,27
71,445439513,43925725,89
