"product_id","block_id"
837438273,53
970123915,53
236707591,53
657458360,53
437001695,54
49268646,54
936066873,54
307873358,54
295770612,54
867043746,54
717866832,54
110205323,54
872442725,55
35999903,55
937969856,56
119337780,56
15254736,56
799715704,56
390251802,56
561017121,56
486196461,57
242883598,57
303341125,57
757595172,58
567807745,58
26185275,58
136182440,58
377369273,58
10062936,59
282248148,59
67589630,59
527375899,59
508144132,59
952866336,59
370637670,59
487863002,59
696221148,59
300082386,60
571618457,60
249386000,60
186872555,60
274596239,60
890529825,60
376197000,60
990866499,60
645074654,60
43205225,61
785095990,61
82140041,61
815223651,61
739077711,61
12244614,61
171672694,61
694248501,62
132183325,62
564101216,62
740073322,62
87517529,62
29398846,62
208340614,62
408209360,63
46353261,63
474344355,63
343979916,63
413104024,63
910298818,63
240617724,63
452316868,64
613053051,64
423712190,65
932041576,65
383479213,65
890945578,65
445090312,65
122415700,66
436525313,66
479558029,66
394211547,66
385831099,66
765081431,66
266127597,66
930335180,66
86948622,67
338892869,67
900659879,68
116137523,68
895429538,68
984630248,68
613560120,68
19568435,68
146093334,68
497981499,68
655522181,68
244795778,68
68136599,69
142517789,69
177491804,69
190881039,69
273425706,69
300297259,70
161909700,71
790625548,71
879576951,71
372350008,72
527595236,73
218212462,73
958769218,73
791777554,73
637766022,73
547958252,73
825840876,73
810257621,74
100739267,74
168828290,74
940252565,74
237915845,74
490289154,74
872402018,74
950001927,75
853810563,76
164381837,77
480975240,77
157728605,77
45777817,77
567709953,77
290233154,78
889479208,78
12798965,78
745866532,79
40252387,79
572082320,80
183758830,80
218134074,80
124320636,80
434044528,80
44268701,80
828943906,80
274694019,80
166941921,81
570172365,81
257341806,81
10999457,81
369513394,81
257871335,81
711145202,81
912590721,81
252718303,81
106319453,81
163617854,82
752823763,82
313646065,82
177003569,82
659319660,82
761178981,82
221230581,82
709061020,82
545469047,82
66715419,82
58109744,83
347336279,83
999153936,83
844403232,83
696627642,83
525464679,83
901868826,83
406332162,84
875245917,84
647008840,84
921855651,84
23153916,84
618976609,84
440891812,84
148529250,84
53733999,85
668513864,86
493621834,86
682884006,86
346070760,87
789962447,87
93875333,87
101591323,87
211771845,87
75829263,87
328603196,87
250759169,88
982113793,88
243818943,88
983801593,88
269964363,88
199691064,88
290386168,88
517811023,88
802753401,88
744880430,89
833890656,89
734585044,89
776097184,89
780518567,89
510956829,89
620315702,89
994862367,90
811513625,90
848555498,90
333067721,90
630253983,90
181286005,90
955535174,90
166378994,90
676409216,90
929415805,90
501817667,91
305538158,91
338861456,91
876971926,91
602226149,91
191076910,91
407162726,91
979227412,91
732184164,91
401336643,91
75048884,92
51689461,92
244132786,92
474948401,92
420516199,93
767214266,93
762450822,93
664815036,93
54634196,93
723674245,93
878262246,93
196272118,93
181710296,93
829367958,94
343289806,94
854432840,94
333811625,94
973613906,94
210355963,94
157388638,94
963510405,94
791101281,95
303350883,95
673845871,96
346082303,97
301326117,97
336303568,97
824197710,97
457262402,97
671864593,97
683367101,98
990591616,98
561289890,98
502306267,98
55444343,98
136302022,98
776880770,98
878471740,98
31286195,99
221020620,99
251116535,99
722474918,99
767069696,99
674995300,99
95452046,99
70052775,100
632438920,100
122361345,100
1985586,100
896845861,100
663430487,100
446534293,100
512168605,100
630977789,101
681938204,101
743416023,101
237235450,101
24124595,101
933669160,101
142546555,101
408355090,101
13184811,102
109789166,103
384942467,103
996283780,103
644698617,103
531252858,103
410430186,103
80166770,103
804499553,103
166728152,103
857158360,104
792949033,104
623293671,104
305988957,104
704233716,105
499816463,105
456266984,105
748799517,105
927799636,105
470071647,105
558698341,105
453730683,106
98038335,106
747677791,106
284212719,107
417928122,107
554433675,107
553892611,107
509909854,107
379888903,107
51813542,107
579309231,108
836635,108
91883711,108
670713294,108
476265743,108
988441650,108
70426571,108
863424095,109
978942204,109
201138999,109
633760436,109
223500939,109
989386872,110
823952024,110
957113745,110
297186852,110
782478844,110
461306056,110
966199736,110
439083876,110
910768206,110
257995889,110
485059225,111
768724851,111
574592138,111
713157082,111
665034008,111
288030413,112
816700944,112
314367494,112
70908333,112
435596064,112
977569797,113
973246143,113
625919207,113
332676116,113
718601357,113
807772539,113
184973815,113
692075497,114
929804738,114
700244896,114
289432269,114
631621267,115
52750121,115
327098858,115
648470447,115
690454990,115
795070184,115
150822136,115
583746363,115
295142402,116
490415725,116
710740008,116
936930388,116
357262355,116
980460758,116
57910906,116
885385396,117
69123014,117
523054544,117
210020734,117
478884682,117
802448983,117
550861006,117
131326895,117
149257335,118
395650085,118
868179701,118
733710614,119
76284706,119
755277096,119
55298837,119
593870100,119
935033689,119
417802424,119
699126380,119
101064114,119
96199451,120
58850669,120
42963106,120
900161837,120
982926506,120
255294935,120
458996085,121
395532908,121
729791750,121
24508026,122
775173690,122
989872297,122
832517081,122
864177078,123
785778091,123
339232620,123
495152578,123
691044907,123
781726345,123
877743793,123
3093333,123
417690517,123
589864292,124
173715624,124
569590821,125
406323913,126
359965523,126
113676777,126
575949011,127
618442909,127
472849756,128
404413830,128
152297262,128
454340668,128
795864959,129
591377947,129
70027638,129
671094824,129
681563148,129
200398122,129
259057913,129
731516195,130
226227625,130
663436242,130
435094262,130
530216794,130
940884023,131
211590220,131
880248343,131
994962702,131
859377862,131
859989231,131
559701292,131
531582793,131
628788026,132
861214842,133
114410032,133
484440459,133
195812089,133
751022339,134
923431315,134
393730381,134
828266256,134
640229345,134
69807900,135
7384755,135
512320863,135
866936135,135
503274658,135
533545428,135
374184067,135
917188589,135
651968978,135
724035603,136
777085169,136
423181592,136
156705790,137
408853854,137
880217307,137
560182908,137
830937838,137
100826128,137
116880754,137
403061965,137
619747603,138
732152498,138
669112249,138
406626905,138
16691905,138
804471626,138
611834542,139
618711472,139
823740477,139
373792924,139
880314111,139
484474461,139
359644749,139
174433365,139
819500165,139
589268276,139
786421657,140
656758128,141
155514179,141
227625313,142
889516066,142
795360267,142
952518073,142
449690728,142
98579179,143
635909077,143
253768584,143
980727436,143
639354003,143
567756849,143
431127465,143
909824817,144
244076638,144
256958198,145
906212760,145
828525390,145
729525107,145
897962272,145
136414892,145
829880355,145
510816016,145
85095655,145
103982847,145
850237947,146
73073100,146
207788025,146
480854628,146
613520275,146
895276530,146
620090924,146
270389970,146
781429206,146
284250216,147
934389759,147
519488370,147
126653585,147
324458483,148
227869153,148
439414493,148
544175047,148
142338500,148
812975401,148
318490990,148
756107606,148
33077889,149
738684886,149
928317368,150
7413997,150
373883,150
25353924,150
285862820,151
263342241,151
543080271,151
323954883,151
414594154,151
536071968,151
101399837,151
419341580,151
971557909,151
959693615,152
169701635,153
651721,153
471060631,154
934430972,155
608394655,155
588646525,155
4628448,155
557809689,155
302121723,156
840408491,156
347315820,156
721216881,157
36589692,157
896319851,157
153820374,157
250972892,157
94932405,157
460445665,157
799104691,158
434375444,158
673324889,158
913448713,159
309216444,159
78284779,159
780444636,159
270090900,159
479868585,159
548869254,159
408576093,160
360592745,160
811252366,160
573699852,160
307914076,160
708555095,160
752916340,161
818792188,162
674426264,162
422139544,162
716787154,162
143063644,162
822648092,162
313631662,162
838386492,162
920778468,162
650384359,163
320234948,163
971572994,163
753190416,163
206708141,163
724079523,163
613451602,164
401725441,164
780609760,164
215608991,164
955154370,164
146521312,165
347688225,165
447702292,166
632042159,166
449767807,166
1074044,166
589107444,166
264713424,166
677332875,167
734781943,168
123686458,168
818684781,168
198989375,168
112220866,169
646966455,169
182478169,169
878302525,169
33893368,169
374711780,169
850843230,169
368404872,169
716987473,169
902217992,170
723828374,171
151860245,171
578426378,171
768692658,171
437505528,172
755290491,172
917598909,172
474819131,172
345558093,172
824439225,172
231643568,173
207513800,173
563282032,173
624051517,173
236247608,173
658243868,173
878157997,173
409312877,173
841621138,173
604136115,173
130019356,174
648439922,174
122008921,174
4428275,174
724424380,174
378125654,174
82329341,174
388427429,174
551884898,175
953879296,175
932021686,175
28994274,175
263317059,175
44018305,175
360569975,175
973336490,176
96319213,177
718356595,177
912657055,177
407493179,177
25740509,177
796209034,178
941069828,178
559928311,178
727606086,178
652311068,178
408528911,178
612643816,178
607632451,178
85045967,178
778401233,179
507468565,179
52883337,179
101648799,179
881206627,179
360511212,179
672823064,179
473463980,180
176638925,180
745485263,180
919299928,180
63879701,180
296809393,180
997069202,180
219479072,180
232244711,180
169658789,181
312038945,181
392241190,181
815329596,181
453011957,181
503100366,181
273660507,181
954134321,181
933787472,182
13025129,182
395473465,182
543269840,183
698016513,183
714506221,183
312368895,184
60482725,184
93400288,184
219325887,184
645018884,184
836468096,184
515223754,184
173456751,184
811837164,184
216871855,184
311689192,185
487968930,185
180085328,185
183389976,185
227958519,185
596477016,185
637589577,185
229056515,186
9436424,186
32003923,186
138223532,186
245565908,187
982467669,187
326523479,188
958808499,188
792352204,188
907676066,188
99708481,188
747751112,188
245524315,188
140499639,188
471784780,188
728846354,188
614871529,189
485759096,189
468169418,189
875450463,189
544337503,189
165869518,189
763183450,189
165770619,189
907215572,190
761183569,190
148636361,190
505406781,190
887501596,190
650525401,190
135513678,190
581585539,190
970910588,190
346514512,190
89905356,191
276501487,191
534858489,191
837039964,191
13582447,191
772283179,191
606764266,192
498840650,192
483039386,192
851616392,192
583312755,192
916612504,192
197766924,192
894312826,193
328350544,193
122769219,193
220602357,193
233587198,193
10481098,193
884656244,193
694264663,193
13908342,193
442973172,193
501606322,194
739111924,194
144975540,194
434435381,194
793015303,194
345589998,194
336400255,194
2553833,194
785566107,194
76551795,194
571459186,195
815937382,195
547514630,196
751912777,196
903545709,196
363754867,196
555222292,197
822125319,197
795651957,197
322130831,197
761057415,197
545435159,197
234553680,198
453387410,198
674911330,198
939764745,198
12530839,198
850189502,198
226304085,198
332416626,198
780158035,198
589795826,198
98611589,199
771677675,199
764357245,200
438167621,200
100020167,201
859125380,201
966091405,201
268064570,202
949754219,202
249226105,202
414793304,203
977390824,203
238894291,203
920087866,203
840316308,203
76941178,203
631568437,203
644928998,203
320064058,204
567241914,204
955635820,204
562990769,204
530547057,204
90634083,204
569329218,204
273955671,205
268364489,205
864386770,205
999423111,205
949863547,205
100951256,205
941948088,205
588387509,205
981222973,206
407238837,206
825674181,206
422182248,206
75902403,206
85498448,207
403746628,207
714616370,207
490733433,207
274269036,207
650087062,207
513470137,207
863492501,207
6069375,207
28369884,207
459916468,208
477880987,208
815147511,208
672146122,209
481101366,209
424377841,209
850139425,209
89354082,209
780558743,209
98786434,209
316690450,210
349082739,210
354101232,210
853302653,210
625878284,210
762328505,210
737202679,210
580218530,211
214602154,211
910662538,211
644155672,211
862919344,211
578729036,211
361055156,212
480557615,212
195663599,212
311432264,212
612828383,212
786526013,212
679280238,212
14030931,212
457480315,212
502580911,213
749862172,213
180478480,213
332759057,213
357067178,213
744833556,213
480858601,213
204424285,213
534896384,213
386875206,214
562194474,214
925565131,214
99843122,214
276183710,214
253370113,214
626936716,214
138204839,214
557805202,215
726602226,215
801602920,215
13413426,216
617059528,216
292719041,216
858771892,216
8362000,216
23383691,216
69057675,216
560552169,217
564073876,217
205218144,217
700761996,217
629990986,217
536126998,218
628782547,218
372649515,218
546445376,218
603871558,219
954676516,219
832406275,219
551083588,219
969185124,220
982703910,220
793340110,220
800407333,220
553675680,220
425549446,220
42967046,220
675145048,221
564669270,221
885505738,221
244813665,222
116291633,223
935392587,223
661221885,223
159955028,223
769542689,224
394584243,224
438882273,224
357182404,224
932691304,224
986167162,224
219797257,224
243809473,224
860991272,225
776557067,226
566569942,226
981651825,226
433303775,226
529022267,226
906608588,226
557360040,226
577363965,227
212816619,227
784644375,227
957633105,227
619684333,227
392766445,227
239785427,227
434133966,227
894999638,227
105244407,228
242405468,228
663684225,228
194835043,229
998733472,229
124285446,230
537630871,230
385803767,230
110555174,231
79115093,231
91446563,231
800526005,232
530669462,232
710062490,232
444502121,232
363806996,232
356803160,233
377997378,233
25009617,233
496274536,234
449780119,234
525793241,234
145544770,234
722082505,234
547842708,235
903915013,235
65051697,235
345226166,235
358753304,235
973197892,235
493619546,235
45227771,235
138950540,235
97397033,236
20738539,236
82156501,236
625526891,236
219333833,236
625916280,237
166172056,237
923360619,237
416633112,237
402841914,237
742287598,237
800053192,237
282911686,237
830637505,237
619285553,238
778008722,238
932994448,238
823490652,238
294247271,238
55397934,238
554904282,239
152498699,239
444805351,239
715583565,239
777140303,239
827660393,240
959211063,240
277530064,240
761626831,240
71280495,240
349545347,240
623688880,240
326071447,241
458298990,241
316100175,241
348548265,241
592356057,241
421238394,242
118951475,242
281636520,242
861249642,242
583710296,242
48541666,242
677416354,242
761770387,242
604355445,243
316300069,243
109869366,243
331917527,243
907896317,243
568829805,243
680706393,244
610397600,244
806687998,244
689828171,244
99910883,244
49367769,244
495673006,244
470185937,244
995007226,244
330190303,244
632971022,245
426189725,245
816232416,245
876851382,245
454516483,245
719321295,245
661398157,246
847018225,246
152368013,246
316032913,246
380008704,246
336219928,246
802206665,246
756686070,246
942591793,247
70590060,247
58057245,247
260861358,248
664960666,248
640855289,248
63135807,248
283647852,248
682246203,248
741320960,248
684612972,248
287776881,248
791120306,248
268225150,249
809651729,249
730350516,249
125005861,249
603210372,249
518970948,250
763947737,250
315113368,250
489467603,250
380502700,250
196492634,250
563735712,250
697262261,250
607640697,250
297106505,250
887427323,251
277865840,251
972592880,251
987005432,252
987341413,252
978665060,252
267119361,252
161128893,252
175317561,252
270707404,252
961562902,253
864565440,253
234989148,253
349943201,253
655941201,253
536314071,253
181216716,253
558273814,253
33548426,254
686480727,254
251425856,254
969563920,254
440091897,254
969220829,254
831861079,255
804701876,255
665299241,255
276001431,255
848793463,255
972937693,255
994559913,255
660448897,255
74111480,256
965840850,256
834189137,256
385102496,256
342851581,256
276615124,256
881907209,257
989938757,258
532443040,259
362704105,259
508457324,259
506534725,259
452358273,259
245638935,259
855685527,259
169500924,259
117029153,260
329346789,260
983571500,260
65599975,260
154644020,260
748097192,260
161244845,260
427863893,260
978601261,260
457727479,261
670146480,261
703508909,261
125799967,261
211070679,261
161444482,261
832064951,261
90707103,261
439230239,262
840830464,262
574293058,262
306195805,262
304016940,262
826335946,263
192258693,263
398480116,263
380332444,263
420087134,263
594482891,263
787147163,263
486687148,264
831745437,264
802425429,264
56574295,264
517519103,264
462910683,264
181907579,265
818365779,265
652324096,265
376382231,266
641680946,267
127828944,267
305457524,267
619805156,267
950629078,267
443688888,267
108926957,267
283062479,267
314274874,268
190206747,268
994057925,268
346232906,268
431217581,268
285711686,268
558114665,268
758516384,268
856147366,268
184098195,269
520909383,269
434768285,269
956399413,270
282506329,270
747834896,270
243755630,270
257359295,270
625471999,270
147591091,270
435616408,270
783127381,271
94391718,272
492065064,272
231692921,273
414664649,273
750100416,273
301325570,273
331261248,273
490425520,273
173172901,273
596380665,274
198534356,274
911260358,274
497676102,274
632104523,274
112188411,275
623306020,275
328912525,276
378649600,276
23120954,276
381930249,276
669701452,276
131196007,276
702532181,276
334713638,277
347284478,277
538533458,277
678436323,277
305241013,277
945453617,278
645427200,279
979997417,279
944819454,279
558558088,279
162847270,279
918039084,280
797870188,281
501261959,281
163204898,281
421974719,281
893211130,281
444963022,281
377489847,282
623731531,282
891212224,283
334869435,283
921444722,283
11279032,283
297990734,283
667498756,283
443938244,283
276786832,284
891198994,284
223987547,284
359259897,284
499300026,284
834113013,284
967340436,284
874596291,284
552580474,285
113521507,285
157889382,285
335077366,285
240463648,285
845903635,285
287460104,285
413229967,285
376876340,286
363441436,286
553262724,287
629018896,287
197311839,287
428252028,287
27480687,287
786458319,287
777223623,287
870973951,287
220721170,287
280485488,287
973837466,288
587712055,288
482118297,288
17657311,288
302815745,288
298632307,288
712101962,288
259796333,288
747424801,289
881332884,289
736688073,289
79669238,289
167439124,290
112425739,290
865798856,290
533883164,290
765484049,290
710657269,290
873465923,290
135039843,290
939963790,290
461000700,290
823970106,291
506517929,291
955679740,292
191053994,292
45082213,292
869949451,292
596528836,292
936221505,292
74280055,292
288939849,293
140524658,293
342987674,293
675261806,293
583093248,293
766953319,293
629769568,294
568865085,294
718011753,294
202063167,294
601608070,294
685526070,294
407145705,294
58779792,295
147858921,295
174617283,295
999816749,296
158685988,296
738715618,296
293636513,296
109064510,296
785779636,296
767528731,297
334845360,297
369335813,297
819148299,297
556416540,297
673890027,297
34621641,297
808206261,298
162526160,298
899488044,299
877613117,299
366621970,299
293530212,299
827366482,299
780225077,299
6424825,299
426438340,299
800037750,299
525909049,299
993242378,300
803159232,301
360027071,301
376868504,301
322970544,301
355002422,301
226723530,301
15086321,301
215520588,301
333757455,302
991782154,302
229288290,302
611527033,302
780826598,302
639956663,302
354772849,302
37406917,302
419543152,302
323249238,303
315594534,303
299909099,303
855191795,303
257214583,303
531558518,303
131240879,303
19620151,304
107661869,304
165656424,304
781493390,304
120790571,304
991647140,304
433135110,304
170849061,304
548457767,304
623973588,304
427105894,305
735460907,305
920215712,305
703582842,305
77729974,305
178978957,305
614692808,305
100700308,305
403097058,305
788650247,306
89721958,306
284596935,306
996417795,306
425504842,306
17372083,307
51794498,307
277813074,307
942568056,307
392453234,307
960754553,308
99479225,309
934389796,309
713986226,309
193264376,309
756405335,309
721216002,309
421949643,310
940502,310
202983812,310
563790406,310
845295314,310
319850299,310
976436557,310
985460021,310
208204343,310
821151280,310
970978178,311
975768097,311
926345597,311
96734430,311
230057938,312
509998540,312
847700813,313
477280819,313
148728805,313
749932745,313
574494687,313
303289700,313
3436714,313
594003769,313
469763997,314
602704857,314
132679496,314
482131171,314
375187976,314
383674903,314
38143229,314
95515677,314
639073637,314
380488965,314
939167053,315
560603282,315
4097182,315
153175370,315
885561116,315
126812713,315
616143330,315
581857427,315
564366995,316
996032703,316
257051167,316
531937222,316
715387790,316
70822868,317
78204325,317
287342255,317
211289730,318
874213034,318
218212135,318
375639457,318
415342144,319
791556993,319
907582125,319
150050792,319
887080496,319
95137099,319
576896614,320
475837571,320
983506726,320
665890026,320
333439982,320
158419245,320
105572911,320
923203252,320
930107102,320
953925048,320
339752986,321
540695454,321
374375246,321
197973574,321
534689059,321
195049597,321
496487403,321
665471431,321
83181798,321
953625487,321
749105180,322
528838583,322
872394157,322
782152378,322
483988572,322
193521764,322
870884263,322
343122452,323
966567902,324
483461493,324
416735484,324
339432175,324
411541913,324
775116284,325
686994277,325
411138167,325
888056068,326
732348112,326
334219888,326
266179885,326
426743797,326
653449216,326
770613131,327
190159962,327
742524035,327
690036350,327
654858159,327
950580617,327
243633234,328
276422295,328
46985551,328
915893987,328
40655965,328
952368577,328
203767844,328
251252152,328
644713665,328
678043238,328
931169026,329
171601937,329
533902340,329
743302016,329
777699308,329
494684346,329
309469110,329
447323003,329
538040383,329
461781565,329
518048596,330
910023339,330
632178631,331
92542338,332
16769201,333
910917930,333
397361020,333
619630761,333
348599757,333
358589149,333
832380668,334
261475997,334
834369964,334
248038938,335
684895590,335
407026755,335
760322035,335
260327044,335
830329994,335
276299797,335
996482553,335
527827149,335
932646387,336
369361741,336
812182627,336
278136136,336
283035263,336
142211946,337
588142357,337
890469236,337
827602024,337
559168355,337
617942629,338
361114749,338
564040684,338
444586770,338
579414779,338
328416319,338
504329201,338
801670423,338
276303060,338
98280068,339
27883696,339
406530410,339
699851778,339
563897278,340
600259468,340
255395193,340
317845184,340
434869610,340
653093497,340
559786212,341
322769257,341
895068503,341
503707339,341
796329408,341
138277083,341
403159217,341
338020591,341
557138945,342
789734932,342
210092018,342
19125821,343
201731448,343
404926480,343
339574494,344
425993420,344
533160868,344
540029925,344
792855167,344
729346369,344
641572724,344
27164596,344
760703604,345
160162894,345
332774350,345
398147796,345
737574299,345
372618144,345
384523109,345
803325444,345
175180705,345
745520511,346
21671692,347
727858427,347
946999468,347
8062596,347
337975203,347
961509775,347
577637136,347
56094022,347
309055091,347
394594742,348
435334169,348
420159121,348
587349213,348
8733530,348
717244362,348
625366104,348
462164644,349
300071855,349
454213930,349
562384081,350
143803816,350
636038648,350
330038713,350
505051018,351
424586216,351
814284672,351
961566820,351
745593855,351
312343114,351
425681295,351
4737467,351
218210204,351
520921195,352
42099235,352
591713128,352
54610779,352
23143238,352
143083557,352
166754070,352
947146890,352
890756163,352
875653572,353
127857566,353
213981340,354
371996667,354
511220598,354
270551016,354
742383173,355
188194714,355
516314242,355
274009869,355
105887492,355
133560255,355
405000649,355
722244418,355
848519976,355
231123296,355
133515340,356
979198124,356
928069575,356
768430019,356
63465166,356
999470920,356
579319170,356
485666537,357
201416298,357
890755676,357
234775889,357
45183676,357
715535473,357
350509915,357
751518280,357
955190033,357
898725227,358
364167448,358
822543851,358
100290932,358
6092033,358
180855907,358
986936152,358
37584087,359
236532720,359
187341716,359
247887787,359
818999636,359
112828860,359
69785486,359
760967157,359
934278610,359
889179517,359
478957896,360
765235061,360
280395373,360
185444206,361
152958572,361
247151971,361
306446463,361
422195501,361
479231909,361
566347282,361
529791956,361
137337741,362
980556752,362
227194444,362
460676190,362
801878224,362
651575777,362
572557590,362
95257124,362
779973415,363
5566974,363
726715427,363
777498710,364
134131232,364
95353482,364
353437077,364
100103020,364
537740462,364
505126142,364
737637510,365
563410589,365
4500239,365
434513568,365
617376928,365
466444466,365
863866062,365
651446043,365
996699092,366
36958873,366
938474955,366
99570598,366
677189678,366
275888200,366
51741477,366
630483286,366
553462181,366
263810304,366
274861864,367
118479901,367
284814524,367
67664452,367
925882827,367
201562898,368
480572755,368
286413812,368
436149532,368
199927692,368
131180973,368
534266311,368
568457975,368
49646480,368
702101017,368
619557589,369
409727497,369
110974865,369
202559403,369
363664779,369
476885846,369
779699880,369
750414146,369
136394823,369
174363292,369
439249438,370
270600831,370
217288376,370
750784738,371
674971336,371
263979546,371
794714550,371
158635747,371
922168991,371
503911150,371
152713946,371
784378038,372
89927740,372
888118548,372
866791612,372
78841961,372
708909995,373
726605730,374
19860169,374
218195844,374
838187105,374
442989635,374
446510292,375
170504461,375
214748761,376
658221113,376
82344721,376
978117283,376
15765182,377
56939000,378
819777586,378
503987549,378
228382204,378
510394224,378
907763875,379
972437724,379
653430040,379
370164061,379
100063584,379
741277415,379
170747932,379
990742412,380
887309809,380
47182925,380
95972454,380
134971988,380
306980304,380
314033048,380
450415084,381
582059570,381
428983449,381
868443789,382
49933640,382
475530640,382
253046034,382
804555657,382
615807948,383
235251721,384
898397014,384
503287493,384
449131201,384
203275330,384
150469432,384
849498275,384
620683497,385
610382048,385
29981639,385
979167290,385
179962382,386
448852853,386
232715473,386
230872650,386
740562589,386
403933355,386
165233279,387
798942041,387
968690612,387
846215639,387
55316975,387
686215283,387
539630745,387
850667059,387
123972907,388
549428749,388
146820915,388
210758773,388
106554518,388
99663284,388
605492598,388
183511277,388
637246606,389
178552577,389
768487865,389
975390192,389
706242914,389
677172086,389
389961001,389
465195972,389
185507472,389
690161190,389
382702401,390
703078464,390
998991075,390
20021007,391
391395191,391
728439621,391
68594595,392
468468757,392
944147894,392
542178726,392
220279159,393
523620581,393
673082483,394
576142684,394
190528003,394
631385317,394
905663586,394
422771877,394
498749132,394
977912789,394
461107441,394
194328861,395
504245256,395
19131969,396
359376025,396
417051448,397
402219091,397
872705735,397
377197287,397
41642854,397
25537155,397
928575241,397
407189221,397
309768527,398
462291967,398
544802363,399
439781001,399
646843030,399
602311409,399
862359051,400
405507593,401
246740345,402
853586575,402
32858804,402
776078891,402
552462093,402
570129808,402
961435501,402
525129183,403
747840359,403
151658979,403
361345262,403
625380032,403
194821901,404
237158751,404
365559575,404
110728838,404
44843980,404
805015567,404
449316485,405
209726061,405
135262730,405
75420288,405
572479354,405
264983766,406
485166143,406
867162640,406
446095190,406
234816894,406
366892272,407
277936514,407
932847787,407
270880816,407
729407757,407
371594658,407
640087924,407
898693401,407
129107840,407
589704552,407
775054730,408
293988603,408
707300412,408
946207772,408
3504863,408
681728982,408
299311200,408
858658870,409
297933606,409
97049864,409
35698145,409
921342933,409
254098762,409
704173049,409
136663516,409
961831301,409
467796725,410
280991088,410
948671854,410
916163515,410
898126260,410
