"product_id","family_id","subfamily_id","price"
12364047,831347344,750943270,15.95
12395671,965860303,661760489,39.95
12530839,449513819,998434740,5.95
12544036,732697347,812594621,29.95
12798965,704720221,841935132,7.95
12825301,732697347,241650392,49.95
12842248,791596516,624598991,9.95
12891285,744793598,330273563,29.95
13025129,744793598,150459157,9.95
13105976,297884462,904032603,22.95
13174417,626512766,526098802,35.95
13184811,396066037,538610752,25.95
13213901,775013441,478492088,19.95
13362988,396066037,335531561,22.95
13413426,768025921,393608739,25.95
13582447,572692328,46983949,8.95
13689307,854447694,552740569,12.95
13748066,297884462,210828189,25.95
13908342,679611953,628344967,22.95
13999791,744793598,46536162,39.95
14030931,679611953,624598991,17.95
14059139,744793598,330273563,29.95
14075397,744793598,791993714,29.95
14158749,512899033,29433772,4.95
14181778,965860303,661760489,39.95
14192476,759754297,153391282,3.95
14319672,297884462,210828189,25.95
14344200,775013441,772865248,4.95
14374814,511255811,194174548,29.95
14467132,297884462,770790628,25.95
14495004,842660327,765415391,12.95
14520879,744793598,811402796,19.95
14526095,396066037,235543872,19.95
14573477,732697347,23009995,39.95
14659422,536601812,452315423,25.95
14858339,396066037,756330372,25.95
14959394,396066037,538610752,19.95
14984792,463983107,46983949,15.95
15031859,297884462,210828189,29.95
15039308,831347344,731664934,9.95
15086321,429269907,46127854,59.95
15126097,552529755,986011418,19.95
15254736,396066037,520569701,29.95
15388821,396066037,884647976,39.95
15389015,538130166,961260586,25.95
15408834,732697347,691762817,59.95
15475510,396066037,335531561,25.95
15482264,775013441,772865248,8.95
15526517,965860303,719610194,49.95
15533896,396066037,520569701,15.99
15583184,721182410,731664934,12.95
15712389,429269907,872133373,49.95
15738030,953774311,486307114,59.95
15765182,679611953,628344967,19.95
15843454,831347344,731664934,15.95
15855984,26874355,26275515,9.95
16037427,88413967,999192356,39.95
16057472,744793598,514970957,15.95
16101106,396066037,520569701,39.95
16133006,429269907,46127854,59.95
16134900,297884462,514895652,29.95
16185435,744793598,811402796,39.95
16193857,775013441,62518413,22.95
16230618,720659823,237794810,12.99
16358377,552529755,82308645,19.95
16584421,396227224,238355396,10.95
16590530,215064285,961928573,55.95
16625422,396227224,537938497,7.95
16691905,744793598,321819820,22.95
16746845,396066037,538610752,15.99
16769201,998145072,175304528,12.95
16798286,775013441,478492088,29.95
16933195,759754297,395002630,7.95
17073210,26874355,26275515,6.95
17221568,831347344,373740397,5.95
17238826,396066037,520569701,29.95
17239367,396066037,538610752,15.99
17312647,214205621,155997631,19.95
17372083,396066037,520569701,29.95
17453759,511255811,194174548,29.95
17495142,396066037,538610752,25.95
17496289,463983107,54387977,12.95
17559412,511255811,194174548,29.95
17574971,396066037,335531561,25.95
17657311,638272121,327777484,12.95
17705785,775013441,478492088,25.95
17841517,297884462,770790628,25.95
17881929,831347344,460648978,17.95
17968091,768025921,665805124,39.95
18057371,719495497,812594621,35.95
18192442,396066037,943122287,25.95
18205068,768025921,710312921,19.95
18312039,626512766,624322398,19.95
18391661,396066037,756330372,19.95
18430953,775013441,478492088,19.95
18445144,732697347,691762817,35.95
18465029,512899033,682906920,25.95
18594616,775013441,772865248,5.95
18594672,953774311,874560389,99.95
18760595,953774311,874560389,99.95
18823243,831347344,373740397,9.95
18845022,744793598,321819820,19.95
18874454,396066037,884647976,25.95
18904572,775013441,478492088,15.99
18907091,463983107,54387977,17.95
18919729,768025921,710312921,19.95
19022107,842660327,765415391,15.95
19125821,775013441,478492088,25.95
19131969,998145072,514970957,15.95
19132779,891813315,514970957,4.95
19141431,831347344,417100840,15.95
19191100,775013441,62518413,17.95
19194646,403288130,373740397,7.95
19243543,720659823,691762817,17.95
19313541,744793598,325094680,39.95
19331778,512899033,786313253,35.95
19424232,626512766,448301905,29.95
19528626,396066037,884647976,25.95
19568435,862235564,729868094,39.95
19594636,396066037,756330372,22.95
19599326,396066037,739564025,15.95
19616969,831347344,552021054,5.95
19620151,732697347,812594621,39.95
19788229,366609714,729868094,35.95
19838145,831347344,731664934,7.95
19860169,831347344,552021054,10.95
19883307,876835169,973641729,22.95
20021007,831347344,480153566,9.95
20092052,396227224,537938497,7.95
20163659,396066037,469187498,25.95
20183621,366609714,943122287,19.95
20280375,215064285,961928573,49.95
20345193,831347344,480153566,7.95
20516315,744793598,410257324,35.95
20544678,88413967,591896538,29.95
20659876,396066037,520569701,29.95
20691946,876835169,973641729,17.95
20693362,960770554,514970957,9.95
20703090,396066037,538610752,29.95
20738539,744793598,917898916,39.95
20743796,297884462,514895652,25.95
20890243,744793598,325094680,29.95
20920735,831347344,373740397,9.95
21185619,977612525,321819820,39.95
21212406,744793598,330273563,29.95
21302554,744793598,330273563,29.95
21355742,297884462,514970957,19.95
21671692,88413967,999192356,59.95
21916572,463983107,46983949,9.95
22009220,572692328,46983949,7.95
22050182,297884462,514895652,29.95
22241283,775013441,531355771,19.95
22305592,831347344,731664934,4.95
22374277,775013441,574151410,2.95
22437024,775013441,568571643,15.95
22457309,396066037,335531561,25.95
22517782,396066037,335531561,22.95
22520174,877011792,723618309,29.95
22600458,831347344,552021054,10.95
22739757,744793598,791993714,25.95
22825900,552529755,82308645,19.95
22847905,744793598,645468460,22.95
22955552,396066037,335531561,22.95
23021739,366609714,729868094,39.95
23120954,297884462,476497578,39.95
23143238,744793598,852999830,39.95
23153916,744793598,330273563,29.95
23317726,552529755,147954993,19.95
23383691,877011792,723618309,12.95
23541426,831347344,373740397,7.95
23579624,775013441,230263639,6.95
23602122,744793598,980355312,22.95
23743962,768025921,710312921,29.95
23744600,396227224,537938497,19.95
23925354,396066037,520569701,29.95
24058657,768025921,393608739,29.95
24124595,396066037,687306016,15.95
24189779,366609714,448711417,22.95
24416800,314645405,46983949,15.95
24508026,831347344,750943270,15.95
24787910,573943191,17123493,25.99
24985202,258655016,46983949,15.95
25009617,297884462,476497578,25.95
25029834,512899033,786313253,39.95
25099960,759754297,153391282,3.95
25154327,679611953,624598991,15.95
25196222,396066037,469187498,15.99
25353924,366609714,285390759,19.95
25392599,831347344,714292389,9.95
25537155,429269907,280793535,49.95
25544733,831347344,373740397,9.95
25673172,429269907,280793535,59.95
25740509,775013441,125622901,12.95
26071944,51074127,772865248,12.95
26185275,552529755,17123493,29.95
26280986,998145072,175304528,19.95
26311439,744793598,811402796,29.95
26347576,538130166,604219009,7.95
26354128,732697347,145083951,49.95
26366224,831347344,714292389,9.95
26495249,297884462,770790628,25.95
26523341,768025921,976360204,29.95
26552375,463983107,808529821,12.95
26695470,576495900,626164251,25.95
26722576,396066037,235543872,29.95
27133763,775013441,754048879,3.95
27164596,429269907,872133373,49.95
27192557,396066037,756330372,19.95
27379090,552529755,324959331,12.95
27416083,759754297,395002630,3.95
27480687,791596516,624598991,9.95
27538165,831347344,552021054,9.95
27750571,831347344,731664934,4.95
27787373,759754297,153391282,7.95
27812785,512899033,29433772,5.95
27883696,366609714,943122287,29.95
27889828,297884462,210828189,39.95
27919424,831347344,750943270,9.95
28003044,732697347,691762817,39.95
28126707,828095867,577601547,6.95
28159398,831347344,417100840,15.95
28238211,744793598,410257324,25.95
28279548,463983107,46983949,6.95
28284735,775013441,568571643,9.95
28287001,576495900,750943270,17.95
28369884,572692328,46983949,8.95
28394349,396227224,174967415,9.95
28404773,862235564,560593172,6.95
28483039,403288130,605776625,19.95
28500802,297884462,514895652,29.95
28517070,626512766,526098802,29.95
28556564,768025921,710312921,29.95
28570201,396066037,335531561,25.95
28649361,552529755,11509337,29.95
28691464,953774311,313189867,49.95
28720459,396066037,756330372,22.95
28750106,831347344,373740397,3.95
28773369,150072777,568571643,17.95
28863958,854447694,751882504,15.95
28925994,115256955,576342853,8.95
28934860,719495497,812594621,35.95
28960337,965860303,661760489,39.95
28994274,775013441,23458912,7.95
29000554,297884462,888895240,39.95
29095727,635887240,551413403,22.95
29222490,953774311,874560389,69.95
29269367,396066037,739564025,17.95
29371653,463983107,624598991,9.95
29398846,744793598,811402796,25.95
29437020,831347344,417100840,15.95
29453805,744793598,321819820,19.95
29526497,953774311,874560389,99.95
29534357,831347344,417100840,17.95
29545514,876835169,511693931,7.95
29617809,732697347,488276225,49.95
29688137,775013441,990764455,29.99
29728219,720659823,237794810,12.99
29843909,744793598,791993714,25.95
29900143,831347344,373740397,9.95
29965874,552529755,147954993,25.95
29981639,768025921,346631767,17.95
29994062,396066037,943122287,29.95
30284169,831347344,373740397,7.95
30334333,249054090,369705682,12.95
30344842,429269907,89464231,59.95
30446049,775013441,383177575,25.95
30504331,775013441,772865248,5.95
30507178,396066037,469187498,39.95
30525455,732697347,812594621,49.95
30588434,297884462,888895240,49.95
30686283,775013441,574151410,3.95
30731208,679611953,59052135,15.95
30744895,744793598,20365856,39.95
30764049,297884462,210828189,25.95
30781383,573943191,470929307,29.95
30790691,396066037,469187498,25.95
30901039,576495900,750943270,15.95
30942032,775013441,963655216,19.95
30972339,831347344,731664934,17.95
30993227,214205621,155997631,19.95
31047849,831347344,750943270,15.95
31213338,297884462,210828189,25.95
31226778,831347344,750943270,15.95
31286195,998145072,490222156,19.95
31380400,831347344,480153566,9.95
31485114,775013441,568571643,15.95
31491378,744793598,330273563,29.95
31538427,744793598,350801020,29.95
31540189,396066037,469187498,29.95
31728096,876835169,513796625,59.95
31820307,831347344,373740397,7.95
31889912,732697347,691762817,39.95
32003923,842660327,765415391,12.95
32122238,394609410,557575087,22.95
32139200,768025921,346631767,22.95
32143124,366609714,429305429,29.95
32232085,396066037,469187498,29.95
32487273,842660327,765415391,15.95
32520005,366609714,943122287,15.95
32555852,744793598,325094680,39.95
32587439,552529755,986011418,25.95
32740204,744793598,20365856,29.95
32778055,429269907,46127854,79.95
32858804,732697347,470929307,29.95
32882817,759754297,153391282,7.95
33077889,396066037,520569701,29.95
33137015,877011792,723618309,29.95
33300675,396066037,469187498,25.95
33395496,744793598,791993714,19.95
33403632,732697347,691762817,79.95
33415258,396066037,52303638,15.99
33548426,998145072,868593892,17.95
33622114,258655016,46983949,15.95
33679149,831347344,714292389,9.95
33788755,768025921,275031711,25.95
33826748,744793598,791993714,29.95
33886724,396066037,756330372,19.95
33893368,953774311,486307114,39.95
33995316,759754297,153391282,7.95
34039155,572692328,113185853,15.95
34093276,449513819,998434740,15.95
34143209,396066037,520569701,29.95
34409795,396066037,335531561,25.95
34424714,998145072,868593892,22.95
34468040,768025921,7345973,12.95
34479750,297884462,770790628,25.95
34542086,759754297,21319849,7.95
34593235,297884462,476497578,12.95
34621641,573943191,17123493,25.95
34755419,297884462,476497578,17.95
34784769,775013441,772865248,6.95
34877833,512899033,786313253,29.95
34929085,396066037,538610752,19.95
35062613,396066037,884647976,29.95
35153904,40561416,752499392,59.95
35176856,249054090,369705682,9.95
35188865,759754297,153391282,5.95
35199260,396066037,520569701,29.95
35226864,831347344,750943270,17.95
35342214,396066037,756330372,17.95
35400670,842660327,765415391,15.95
35442884,249054090,369705682,12.95
35492362,396066037,739564025,15.95
35517278,512899033,786313253,29.95
35584535,576495900,750943270,19.95
35652081,965860303,719610194,49.95
35698145,396066037,687306016,17.95
35775095,396066037,884647976,25.95
35939789,831347344,373740397,5.95
35999903,775013441,990764455,12.95
36007346,429269907,46127854,79.95
36075168,396066037,756330372,25.95
36090076,965860303,237794810,29.95
36141118,732697347,470929307,29.95
36384725,775013441,568571643,9.95
36413377,791596516,833914470,17.95
36427669,831347344,373740397,7.95
36469950,744793598,811402796,19.95
36577350,573943191,921963607,69.95
36589692,512899033,126460459,9.95
36610357,775013441,478492088,29.95
36611015,626512766,624322398,19.95
36795957,396066037,884647976,29.95
36907150,396066037,756330372,25.95
36958873,775013441,990764455,29.95
37041699,396066037,335531561,22.95
37071484,775013441,478492088,39.95
37119458,744793598,811402796,22.95
37134910,744793598,325094680,39.95
37193625,429269907,872133373,39.95
37406917,396066037,335531561,19.95
37421268,775013441,176951362,5.95
37534729,297884462,973641729,19.95
37560329,831347344,552021054,3.99
37584087,396066037,756330372,22.95
37731549,998145072,911123316,29.95
37823700,429269907,477942690,12.99
37831252,965860303,719610194,49.95
37852470,283545916,857020047,22.95
38008375,831347344,750943270,15.95
38020848,429269907,778576411,79.95
38035836,759754297,395002630,9.95
38081152,679611953,624598991,12.95
38143229,998145072,868593892,15.95
38308879,429269907,778576411,79.95
38527509,512899033,309166523,3.95
38587544,744793598,642256545,19.95
38662444,720659823,237794810,19.95
38871936,297884462,514895652,29.95
39169309,953774311,921963607,89.95
39241516,831347344,552021054,9.95
39248044,576495900,626164251,25.95
39270462,775013441,383177575,29.95
39284484,297884462,476497578,17.95
39334017,511255811,731664934,17.95
39341470,463983107,46983949,7.95
39440441,297884462,514895652,29.95
39444443,744793598,321819820,29.95
39445725,214205621,155997631,19.95
39601070,775013441,579953322,9.95
39672493,876835169,911123316,65.95
39685703,396066037,687306016,15.95
39831362,572692328,624598991,9.95
39850817,831347344,731664934,7.95
39930104,396066037,943122287,29.95
39961558,768025921,665805124,39.95
40074781,998145072,490222156,22.95
40176824,538130166,961260586,22.95
40188510,26874355,26275515,7.95
40221544,831347344,731664934,4.95
40252387,538130166,545911153,17.95
40411188,297884462,514895652,39.95
40550618,396066037,335531561,22.95
40620502,297884462,210828189,25.95
40655965,297884462,210828189,25.95
40690470,429269907,280793535,69.95
40750024,576495900,460648978,19.95
40818322,744793598,526382298,19.95
40844024,396066037,538610752,25.95
40895502,953774311,486307114,59.95
40899599,512899033,786313253,19.95
40907469,396066037,520569701,29.95
41134141,775013441,478492088,29.95
41180636,831347344,373740397,7.95
41264452,744793598,514970957,9.95
41275760,744793598,791993714,22.95
41551600,744793598,511693931,17.95
41566369,429269907,280793535,49.95
41642854,744793598,511693931,15.95
41841825,552529755,147954993,19.95
41878142,759754297,153391282,5.95
41916755,396066037,756330372,22.95
42065204,396066037,520569701,29.95
42070571,396066037,665937972,15.95
42099235,775013441,776404256,12.95
42147334,511255811,731664934,17.95
42356325,396066037,335531561,19.95
42409142,297884462,888895240,29.95
42420033,720659823,46536162,25.95
42622041,768025921,346631767,22.95
42702753,744793598,321819820,29.95
42707777,768025921,275031711,19.95
42716318,403288130,605776625,19.95
42735562,626512766,526098802,35.95
42799259,791596516,46983949,15.95
42899749,297884462,476497578,15.95
42931211,831347344,552021054,7.95
42963106,998145072,577907956,17.95
42967046,953774311,921963607,69.95
43075365,396066037,335531561,19.95
43131930,744793598,20365856,29.95
43201545,15279677,335531561,29.95
43205225,732697347,22011376,39.95
43384311,831347344,731664934,9.95
43428381,256107854,221939877,3.95
43483438,429269907,872133373,39.95
43703124,831347344,460648978,22.95
43771302,396066037,520569701,29.95
43884449,831347344,373740397,7.95
43890471,297884462,514970957,25.95
43931076,396066037,335531561,22.95
43952654,732697347,489389110,129
43977099,768025921,976360204,29.95
44018305,775013441,531355771,12.95
44110145,759754297,153391282,7.95
44231138,998145072,22011376,9.99
44268701,297884462,476497578,22.95
44307862,744793598,526382298,15.95
44336139,396066037,687306016,15.95
44357361,256107854,221939877,5.95
44370130,626512766,624322398,19.95
44476456,732697347,691762817,49.95
44632044,744793598,791993714,25.95
44639784,394609410,201520521,19.95
44642641,744793598,514970957,12.95
44703282,719495497,812594621,29.95
44717135,679611953,624598991,15.95
44841608,552529755,743642874,19.95
44843980,768025921,393608739,25.95
44846246,775013441,574151410,3.95
45016344,297884462,514970957,17.95
45082213,429269907,280793535,49.95
45134884,463983107,374802559,15.95
45183676,819596211,650597913,49.95
45218707,396066037,756330372,39.95
45225170,626512766,624322398,19.95
45227771,831347344,373740397,7.95
45367804,720659823,237794810,22.95
45370991,576495900,665937972,12.95
45427033,297884462,210828189,39.95
45647585,396066037,335531561,25.95
45704566,775013441,230263639,9.95
45777817,744793598,811402796,29.95
45781123,297884462,904032603,29.95
45792412,953774311,313189867,59.95
45848844,429269907,280793535,39.95
45882287,831347344,731664934,12.95
45990619,761588370,837678311,9.95
46169258,977612525,321819820,29.95
46237985,998145072,22011376,25.95
46260595,396066037,335531561,25.95
46272533,744793598,325094680,29.95
46326944,396066037,538610752,29.95
46353261,366609714,448711417,17.95
46423681,759754297,395002630,7.95
46780804,576495900,750943270,15.95
46786265,429269907,241650392,39.95
46811258,862235564,967298242,39.95
46866654,396066037,335531561,22.95
46896132,429269907,778576411,79.95
46896135,831347344,848420261,5.95
46946963,449513819,998434740,19.95
46985551,831347344,460648978,17.95
46988695,463983107,46983949,7.95
47008435,831347344,731664934,17.95
47079854,744793598,330273563,29.95
47182925,389727574,861892660,3.95
47270984,732697347,812594621,39.99
47364594,831347344,731664934,12.95
47411347,396066037,756330372,29.95
47434004,775013441,478492088,22.95
47459034,626512766,624322398,19.95
47614142,744793598,791993714,25.95
47631184,720659823,46536162,15.99
47640033,998145072,150459157,19.95
47642177,572692328,46983949,8.95
47646597,732697347,23009995,49.95
47649008,297884462,406160734,25.95
47649748,396066037,756330372,19.95
47714451,297884462,514895652,29.95
47811689,396066037,538610752,25.95
47880196,51074127,833914470,17.95
47950434,297884462,770790628,19.95
48045516,744793598,150459157,15.95
48157383,150072777,531355771,12.95
48159172,720659823,237794810,12.99
48245270,297884462,514895652,39.95
48350301,297884462,406160734,25.95
48525838,775013441,478492088,59.95
48541666,297884462,210828189,29.95
48569377,744793598,642256545,22.95
48696105,775013441,478492088,19.95
48715520,429269907,46127854,79.95
48725781,732697347,488276225,19.99
48744775,854447694,751882504,17.95
48811121,998145072,22011376,19.99
48845849,51074127,772865248,19.95
49019047,744793598,325094680,39.95
49152779,396066037,335531561,29.95
49155287,744793598,811402796,15.95
49169106,396066037,756330372,29.95
49213217,429269907,872133373,59.95
49268646,396066037,538610752,19.95
49367769,463983107,21319849,9.95
49416379,732697347,691762817,59.95
49484698,389727574,861892660,4.95
49504638,572692328,2045366,15.95
49646480,831347344,848420261,12.95
49767885,831347344,552021054,9.95
49911247,297884462,888895240,29.95
49933640,831347344,511693931,4.95
49933972,775013441,62518413,22.95
49998015,744793598,410257324,29.95
50073419,744793598,642256545,19.95
50121028,744793598,150459157,15.95
50214976,775013441,478492088,39.95
50297080,396066037,469187498,25.95
50383493,831347344,373740397,7.95
50399596,534750873,59052135,19.95
50529777,638272121,327777484,19.95
50696553,572692328,230263639,15.95
50727191,998145072,490222156,29.95
50750198,831347344,552021054,10.95
50770293,775013441,568571643,5.95
51006817,572692328,2045366,12.95
51052608,396066037,538610752,12.97
51081132,831347344,373740397,9.95
51238765,831347344,750943270,15.95
51238955,626512766,526098802,39.95
51239186,635887240,490222156,39.95
51263669,538130166,545911153,17.95
51406282,396227224,537938497,9.95
51446671,775013441,754048879,3.95
51555325,396066037,884647976,39.95
51651957,775013441,531355771,9.95
51664943,842660327,765415391,12.95
51689461,744793598,917898916,39.95
51726292,720659823,46536162,22.95
51741477,831347344,373740397,9.95
51751165,626512766,526098802,39.95
51759351,744793598,980355312,22.95
51760946,626512766,624322398,19.95
51772113,876835169,22011376,19.99
51794498,449513819,998434740,5.95
51813542,854447694,751882504,7.95
51883856,297884462,514895652,29.95
52015253,394609410,201520521,19.95
52324163,998145072,973641729,17.95
52456909,396066037,756330372,19.95
52516848,679611953,677001424,12.95
52616088,463983107,374802559,15.95
52750121,744793598,321819820,29.95
52883337,831347344,417100840,17.95
52976924,791596516,46983949,12.95
53139486,819596211,36834875,25.95
53142809,744793598,811402796,29.95
53152606,744793598,791993714,22.95
53251099,396066037,884647976,25.95
53380093,396066037,335531561,25.95
53508474,449513819,934268247,29.95
53536125,831347344,731664934,7.95
53634434,876828541,831597664,15.95
53639298,775013441,568571643,9.95
53667651,626512766,624322398,19.95
53726932,732697347,241650392,69.95
53733999,552529755,150459157,12.95
53742674,744793598,350801020,29.95
53774571,831347344,731664934,12.95
53786247,396066037,943122287,19.95
53854995,775013441,383177575,19.95
53948545,775013441,478492088,19.95
54074353,297884462,210828189,29.95
54085224,249054090,369705682,12.95
54124457,572692328,113185853,9.95
54131785,744793598,321819820,22.95
54316435,965860303,401145473,29.95
54475138,396066037,520569701,29.95
54610779,831347344,731664934,17.95
54634196,512899033,723998186,25.95
54726172,759754297,153391282,7.95
54730373,552529755,147954993,19.95
54780569,744793598,410257324,29.95
54918949,572692328,46983949,8.95
55020307,366609714,649356288,25.95
55090987,396066037,756330372,19.95
55105454,831347344,750943270,19.95
55151181,719495497,667141261,59.95
55227572,572692328,574151410,9.95
55280676,744793598,791993714,29.95
55298837,297884462,514895652,39.95
55313378,511255811,194174548,25.95
55316975,150072777,754048879,3.95
55365407,831347344,750943270,17.95
55368255,396066037,335531561,22.95
55397934,297884462,514895652,29.95
55444343,831347344,480153566,9.95
55477323,831347344,731664934,7.95
55518794,429269907,280793535,69.95
55537269,366609714,967298242,59.95
55555569,744793598,321819820,29.95
55687298,626512766,992449732,25.95
55760019,429269907,65808261,79.95
55921837,552529755,986011418,19.95
55950412,396066037,739564025,15.95
55981882,953774311,752499392,99.95
55983446,842660327,41966660,15.95
56092293,720659823,691762817,17.95
56094022,744793598,410257324,25.95
56125069,828095867,577601547,6.95
56226957,831347344,750943270,19.95
56230005,998145072,868593892,29.95
56264185,396066037,756330372,22.95
56316911,768025921,514970957,15.95
56419955,552529755,514970957,15.95
56549057,721182410,877536881,59.95
56574295,759754297,153391282,5.95
56591915,719495497,812594621,35.95
56627907,831347344,373740397,9.95
56715875,831347344,417100840,17.95
56791817,791596516,833914470,9.95
56907493,759754297,21319849,5.95
56939000,403288130,605776625,19.95
56972347,396066037,756330372,22.95
57092319,626512766,624322398,19.95
57170971,854447694,665115057,9.95
57268857,744793598,321819820,25.95
57381114,396066037,520569701,29.95
57387864,396066037,335531561,22.95
57434922,150072777,531355771,12.95
57437730,831347344,373740397,9.95
57523228,396227224,238355396,7.95
57688396,744793598,214939921,29.95
57726281,998145072,868593892,59.95
57755320,256107854,221939877,3.95
57825386,775013441,176951362,3.95
57910906,744793598,642256545,22.95
